"index: Ascending","Average scoreMe","Average writeError"
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,"0.00004503038194444444","2.5e-7"
11,"0.0000032552083333333335","2.5e-7"
12,0,"2.5e-7"
13,0,"2.5e-7"
14,0,"2.5e-7"
15,"0.000002170138888888889","2.5e-7"
16,"0.0000010850694444444444","2.5e-7"
17,0,"2.5e-7"
18,0,"2.5e-7"
19,"0.000002170138888888889","2.5e-7"
20,0,"5e-7"
21,"0.00005750868055555555","5e-7"
22,"0.00019694010416666666","5e-7"
23,"0.0000027126736111111112","5e-7"
24,"0.000002170138888888889","5e-7"
25,0,"5e-7"
26,"0.000002170138888888889","5e-7"
27,"0.000002170138888888889","5e-7"
28,"0.0000032552083333333335","5e-7"
29,"0.000016276041666666666","5e-7"
30,0,"7.5e-7"
31,"0.00005425347222222222","7.5e-7"
32,"0.000002170138888888889","7.5e-7"
33,0,"7.5e-7"
34,0,"7.5e-7"
35,"0.000016276041666666666","7.5e-7"
36,"0.000004340277777777778","7.5e-7"
37,"0.000004340277777777778","7.5e-7"
38,"0.000002170138888888889","7.5e-7"
39,0,"7.5e-7"
40,"0.000011393229166666667","0.000001"
41,0,"0.000001"
42,"0.000002170138888888889","0.000001"
43,0,"0.000001"
44,"0.000002170138888888889","0.000001"
45,"0.0000032552083333333335","0.000001"
46,0,"0.000001"
47,"0.0000016276041666666668","0.000001"
48,"0.0000016276041666666668","0.000001"
49,0,"0.000001"
50,0,"0.00000125"
51,"0.000009223090277777778","0.00000125"
52,"0.000004340277777777778","0.00000125"
53,"0.000002170138888888889","0.00000125"
54,"0.000009223090277777778","0.00000125"
55,0,"0.00000125"
56,"0.000002170138888888889","0.00000125"
57,0,"0.00000125"
58,"0.000002170138888888889","0.00000125"
59,"0.000002170138888888889","0.00000125"
60,0,"0.0000015"
61,"0.000002170138888888889","0.0000015"
62,"0.0000016276041666666668","0.0000015"
63,"0.00001681857638888889","0.0000015"
64,"0.000009765625","0.0000015"
65,0,"0.0000015"
66,0,"0.0000015"
67,"0.000037977430555555556","0.0000015"
68,0,"0.0000015"
69,0,"0.0000015"
70,0,"0.00000175"
71,0,"0.00000175"
72,"0.000004340277777777778","0.00000175"
73,"0.000010850694444444445","0.00000175"
74,0,"0.00000175"
75,"0.000009765625","0.00000175"
76,0,"0.00000175"
77,0,"0.00000175"
78,"0.000030381944444444444","0.00000175"
79,"0.000006510416666666667","0.00000175"
80,"0.000004340277777777778","0.000002"
81,"0.0000037977430555555554","0.000002"
82,"0.000010850694444444445","0.000002"
83,"0.000028754340277777777","0.000002"
84,"0.000007595486111111111","0.000002"
85,"0.0000027126736111111112","0.000002"
86,"0.000002170138888888889","0.000002"
87,"0.00004123263888888889","0.000002"
88,"0.000002170138888888889","0.000002"
89,"0.000044487847222222224","0.000002"
90,"0.0000048828125","0.00000225"
91,"0.0000027126736111111112","0.00000225"
92,"0.000002170138888888889","0.00000225"
93,"0.0000037977430555555554","0.00000225"
94,"0.000006510416666666667","0.00000225"
95,"0.000008138020833333333","0.00000225"
96,"0.000002170138888888889","0.00000225"
97,"0.000002170138888888889","0.00000225"
98,"0.0000010850694444444444","0.00000225"
99,"0.0000032552083333333335","0.00000225"
100,"0.000002170138888888889","0.0000025"
101,"0.0000010850694444444444","0.0000025"
102,"0.0000070529513888888886","0.0000025"
103,"0.0000054253472222222224","0.0000025"
104,"0.000018446180555555556","0.0000025"
105,"0.0000048828125","0.0000025"
106,"0.0000037977430555555554","0.0000025"
107,"0.000002170138888888889","0.0000025"
108,"0.0000027126736111111112","0.0000025"
109,"0.000006510416666666667","0.0000025"
110,"0.000004340277777777778","0.00000275"
111,"0.000012478298611111112","0.00000275"
112,"0.000002170138888888889","0.00000275"
113,0,"0.00000275"
114,"0.000006510416666666667","0.00000275"
115,"0.000004340277777777778","0.00000275"
116,"0.000007595486111111111","0.00000275"
117,"0.000008138020833333333","0.00000275"
118,"0.00015462239583333333","0.00000275"
119,"0.000012478298611111112","0.00000275"
120,"0.000004340277777777778","0.000003"
121,"0.0000016276041666666668","0.000003"
122,"0.00001953125","0.000003"
123,"0.000006510416666666667","0.000003"
124,"0.000012478298611111112","0.000003"
125,"0.000012478298611111112","0.000003"
126,"0.000007595486111111111","0.000003"
127,"0.0000016276041666666668","0.000003"
128,"0.000002170138888888889","0.000003"
129,"0.000007595486111111111","0.000003"
130,"0.000004340277777777778","0.00000325"
131,"0.000007595486111111111","0.00000325"
132,0,"0.00000325"
133,"0.000030381944444444444","0.00000325"
134,"5.425347222222222e-7","0.00000325"
135,"0.0000054253472222222224","0.00000325"
136,"0.000008680555555555556","0.00000325"
137,"0.000002170138888888889","0.00000325"
138,"0.000004340277777777778","0.00000325"
139,"0.000006510416666666667","0.00000325"
140,"0.000007595486111111111","0.0000035"
141,"0.000048828125","0.0000035"
142,"0.000015190972222222222","0.0000035"
143,"0.000002170138888888889","0.0000035"
144,"0.000032009548611111114","0.0000035"
145,"0.00001736111111111111","0.0000035"
146,"0.0000027126736111111112","0.0000035"
147,"0.000005967881944444445","0.0000035"
148,0,"0.0000035"
149,"0.000002170138888888889","0.0000035"
150,"0.0000010850694444444444","0.00000375"
151,"0.000014105902777777777","0.00000375"
152,"0.000002170138888888889","0.00000375"
153,"0.0000016276041666666668","0.00000375"
154,"0.0000016276041666666668","0.00000375"
155,"0.000013020833333333334","0.00000375"
156,"0.000011393229166666667","0.00000375"
157,0,"0.00000375"
158,"0.0000048828125","0.00000375"
159,"0.00001193576388888889","0.00000375"
160,"0.000004340277777777778","0.000004"
161,0,"0.000004"
162,"0.0000070529513888888886","0.000004"
163,"0.0000048828125","0.000004"
164,"0.0000054253472222222224","0.000004"
165,"0.000008680555555555556","0.000004"
166,"0.000004340277777777778","0.000004"
167,"0.000004340277777777778","0.000004"
168,"0.000002170138888888889","0.000004"
169,0,"0.000004"
170,"0.0000070529513888888886","0.00000425"
171,"0.000005967881944444445","0.00000425"
172,"0.000020616319444444445","0.00000425"
173,"0.0000048828125","0.00000425"
174,"0.000011393229166666667","0.00000425"
175,"0.000002170138888888889","0.00000425"
176,"0.000002170138888888889","0.00000425"
177,"0.0000032552083333333335","0.00000425"
178,"0.0000032552083333333335","0.00000425"
179,"0.000023328993055555557","0.00000425"
180,"0.0000016276041666666668","0.0000045"
181,"0.000002170138888888889","0.0000045"
182,"0.00003960503472222222","0.0000045"
183,"0.000004340277777777778","0.0000045"
184,"0.000004340277777777778","0.0000045"
185,"0.000002170138888888889","0.0000045"
186,"0.000005967881944444445","0.0000045"
187,"0.0000054253472222222224","0.0000045"
188,"0.00003309461805555556","0.0000045"
189,"0.000013563368055555555","0.0000045"
190,0,"0.00000475"
191,"0.000010850694444444445","0.00000475"
